target_schema;target_table;target_column;target_label_fr;target_description;ifs_data_type;ifs_length;mandatory;primary_key;in_scope;default_value;sap_source_table;sap_source_field;join_context;mapping_rule;mapping_status;confidence;comments
clean_data;jt_task;reported_connection_type;Type connexion déclarée;Ce champ indique l'origine de l'opération de bon de travail et si l'objet déclaré est un objet de type Equipement, VIM, Actif linéaire, Unité compatible, Catégorie, Conception ou Outil/Equipement. Lors de la création d'une opération de bon de travail sur cette page, seules les connexions de type **EQUIPEMENT**, **CATEGORIE**, **OUTIL/EQUIPEMENT** ou **ACTIF LINEAIRE** peuvent être utilisées. Les types de connexion déclarée possibles sont : **EQUIPEMENT**, **VIM**, **ACTIF LINEAIRE**, **UNITE COMPATIBLE**, **CATEGORIE**, **OBJET DE CONCEPTION**, **GROUPE DE TRAVAIL** et **OUTIL/EQUIPEMENT**.;VARCHAR2;4000;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;reported_connection_type_db;Type connexion déclarée;Ce champ indique l'origine de l'opération de bon de travail et si l'objet déclaré est un objet de type Equipement, VIM, Actif linéaire, Unité compatible, Catégorie, Conception ou Outil/Equipement. Lors de la création d'une opération de bon de travail sur cette page, seules les connexions de type **EQUIPEMENT**, **CATEGORIE**, **OUTIL/EQUIPEMENT** ou **ACTIF LINEAIRE** peuvent être utilisées. Les types de connexion déclarée possibles sont : **EQUIPEMENT**, **VIM**, **ACTIF LINEAIRE**, **UNITE COMPATIBLE**, **CATEGORIE**, **OBJET DE CONCEPTION**, **GROUPE DE TRAVAIL** et **OUTIL/EQUIPEMENT**.;VARCHAR2;20;FALSE;FALSE;YES;;Constante ou transcodification;Voir REPORTED_CONNECTION_TYPE;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";Valeur DB/code du champ REPORTED_CONNECTION_TYPE. A renseigner seulement si IFS l’exige.;A valider;Faible;"""EQUIPMENT"""
clean_data;jt_task;reported_obj_conn_lu_name;Nom UL connectée obj déclaré;#N/A;VARCHAR2;4000;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;reported_obj_conn_lu_name_db;Nom UL connectée obj déclaré;#N/A;VARCHAR2;20;FALSE;FALSE;YES;;Constante ou transcodification;Voir REPORTED_OBJ_CONN_LU_NAME;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";Valeur DB/code du champ REPORTED_OBJ_CONN_LU_NAME. A renseigner seulement si IFS l’exige.;A valider;Faible;"""EquipmentObject"""
clean_data;jt_task;reported_obj_conn_rowkey;Clé ligne connectée obj déclaré;#N/A;VARCHAR2;50;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;actual_connection_type;Type connexion réelle;Ce champ indique le type d'objet sur lequel le travail lié à l'opération de bon de travail est réellement effectué. Selon le type de connexion réelle, l'ID objet réel peut être un objet de type Equipement, VIM, Actif linéaire, Unité compatible, Catégorie, Conception ou Outil/Equipement. Les types de connexion réelle possibles sont : **EQUIPEMENT**, **VIM**, **ACTIF LINEAIRE**, **UNITE COMPATIBLE**, **CATEGORIE**, **OBJET DE CONCEPTION**, **GROUPE DE TRAVAIL** et **OUTIL/EQUIPEMENT**. Ce champ ne peut être modifié que lorsque le type de connexion indiqué est **EQUIPEMENT**, **ACTIF LINEAIRE** ou **CATEGORIE**.;VARCHAR2;4000;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;actual_connection_type_db;Type connexion réelle;Ce champ indique le type d'objet sur lequel le travail lié à l'opération de bon de travail est réellement effectué. Selon le type de connexion réelle, l'ID objet réel peut être un objet de type Equipement, VIM, Actif linéaire, Unité compatible, Catégorie, Conception ou Outil/Equipement. Les types de connexion réelle possibles sont : **EQUIPEMENT**, **VIM**, **ACTIF LINEAIRE**, **UNITE COMPATIBLE**, **CATEGORIE**, **OBJET DE CONCEPTION**, **GROUPE DE TRAVAIL** et **OUTIL/EQUIPEMENT**. Ce champ ne peut être modifié que lorsque le type de connexion indiqué est **EQUIPEMENT**, **ACTIF LINEAIRE** ou **CATEGORIE**.;VARCHAR2;20;FALSE;FALSE;YES;;Constante ou transcodification;Voir ACTUAL_CONNECTION_TYPE;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";Valeur DB/code du champ ACTUAL_CONNECTION_TYPE. A renseigner seulement si IFS l’exige.;A valider;Faible;"""EQUIPMENT"""
clean_data;jt_task;actual_obj_conn_lu_name;Nom UL connectée obj réel;#N/A;VARCHAR2;4000;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;actual_obj_conn_lu_name_db;Nom UL connectée obj réel;#N/A;VARCHAR2;20;FALSE;FALSE;YES;;Constante ou transcodification;Voir ACTUAL_OBJ_CONN_LU_NAME;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";Valeur DB/code du champ ACTUAL_OBJ_CONN_LU_NAME. A renseigner seulement si IFS l’exige.;A valider;Faible;"""EquipmentObject"""
clean_data;jt_task;actual_obj_conn_rowkey;Clé interne connectée obj réel;#N/A;VARCHAR2;50;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;operational_status_id;Statut opérationnel;Statut opérationnel de l'objet lorsque le travail est exécuté. Ce champ est lié à ***Bon de travail et données de base MP/Statut opérationnel*** et n'accepte que les valeurs qui y sont saisies.;VARCHAR2;3;FALSE;FALSE;YES;;JEST;STAT;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";"Statut actif opération via AFVC.OBJNR = JEST.OBJNR and JEST.INACT <> X; transcodifier statut SAP -> statut opérationnel IFS.";A transcoder;Moyenne;ne pas renseigner
clean_data;jt_task;test_point_seq;Séq point test;#N/A;NUMBER;20;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;error_cause_long;Détails cause défaut;#N/A;VARCHAR2;2000;FALSE;FALSE;YES;;QMFE/QMEL;Non disponible raw_data;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";Données panne/défaut non disponibles actuellement dans raw_data.;Manquant source;;ne pas renseigner
clean_data;jt_task;error_type;Type de défaut;ID du type de défaut. L'identité peut être utilisée dans ***Rapport du bon de travail*** pour indiquer le type de défaut de l'action sur le bon de travail.;VARCHAR2;3;FALSE;FALSE;YES;;QMFE/QMEL;Non disponible raw_data;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";Type erreur depuis avis maintenance si extraction QMEL/QMFE ajoutée.;Manquant source;;ne pas renseigner
clean_data;jt_task;error_class;ID classe;Identité du motif du défaut utilisée pour la classification du défaut signalé;VARCHAR2;3;FALSE;FALSE;YES;;QMFE/QMEL;Non disponible raw_data;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";Classe erreur depuis avis maintenance si extraction ajoutée.;Manquant source;;ne pas renseigner
clean_data;jt_task;error_discover_code;ID découverte;Code détection qui affiche comment le défaut a été découvert. Ce champ est lié aux valeurs définies sur la page **Bon de travail** et **Données de base MP/Détections** et n'accepte que les valeurs qui y sont saisies.;VARCHAR2;3;FALSE;FALSE;YES;;QMFE/QMEL;Non disponible raw_data;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";Code découverte défaut depuis avis maintenance si extraction ajoutée.;Manquant source;;ne pas renseigner
clean_data;jt_task;error_symptom;ID symptôme;Code du symptôme. Le code peut être utilisé pour indiquer les symptômes du défaut signalé. Ce champ est lié à ***Symptômes*** et accepte uniquement les valeurs qui y sont saisies. Utilisez la Liste de valeurs pour sélectionner la valeur adéquate.;VARCHAR2;3;FALSE;FALSE;YES;;QMFE/QMEL;Non disponible raw_data;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";Symptôme défaut depuis avis maintenance si extraction ajoutée.;Manquant source;;ne pas renseigner
clean_data;jt_task;item_class_id;ID classe élément;Identité de la classe d'élément utilisée pour contenir les données d'analyse des échecs. Une classe d'élément peut contenir des données telles que les composants défaillants, les causes, les symptômes, les actions correctives, les fonctions et les types de défaut.;VARCHAR2;10;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;error_cause;Raison;Une ou plusieurs conditions résultant en défaillances de conception ou de fabrication Les défaillances principales ont seulement une cause, mais la plupart en ont plusieurs.;VARCHAR2;3;FALSE;FALSE;YES;;QMFE/QMEL;Non disponible raw_data;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";Cause défaut depuis avis maintenance si extraction ajoutée.;Manquant source;;ne pas renseigner
clean_data;jt_task;item_class_function;Fonction;La fonction, le processus ou le fonctionnement de l'élément analysé dans le cadre de l'AMDEC.;VARCHAR2;35;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;failing_component;Composant défaillant;Identité du composant dans lequel un défaut peut survenir. Un seul composant défaillant peut être connecté à chaque motif dans la structure d'analyse des défaillances.;VARCHAR2;200;FALSE;FALSE;YES;;RESB/QMFE;Non disponible raw_data;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";Composant en panne: nécessite RESB ou avis défaut.;Manquant source;;ne pas renseigner
clean_data;jt_task;performed_action_id;Action exécutée;Affiche le type et la description de l'action saisie pour classification du défaut corrigé sur l'opération de bon de travail.;VARCHAR2;3;FALSE;FALSE;YES;;AFRU;GRUND ou ZCODE;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";"Code action réalisé si disponible; à transcoder.";A transcoder;Faible;ne pas renseigner
clean_data;jt_task;performed_work;Travail exécuté;Ce champ peut être utilisé pour saisir des informations sur le travail qui a été effectué sur l'opération de bon de travail.;VARCHAR2;2000;FALSE;FALSE;YES;;AFRU;LTXA1;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";Travail réalisé depuis texte de confirmation.;Proposé;Moyenne;ne pas renseigner
clean_data;jt_task;customer_no;N° client;Le nom abrégé ou le numéro d'identification du client. Vous pouvez saisir cette valeur manuellement ou sélectionner le client dans la Liste de valeurs.;VARCHAR2;20;FALSE;FALSE;YES;;;;;Pas de client standard dans AFVC/AFKO pour PM interne.;Non mappé;;ne pas renseigner
clean_data;jt_task;vendor_no;Contractant;Identité de l'entrepreneur ou du fournisseur de travail externe qui exécute le travail.;VARCHAR2;20;FALSE;FALSE;YES;;AFVC;LIFNR;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";Fournisseur si opération externe/sous-traitée.;Proposé;Forte;ne pas renseigner
clean_data;jt_task;contract_id;N° Contrat;Identité du contrat de location. Il est au format alphanumérique. Vous ne pouvez pas modifier l'identité après avoir sauvegardé les informations. Vous pouvez supprimer toutes les informations pour le contrat si l'information n'a pas été utilisée dans le système. L'identité de location doit être unique pour chaque société et ne peut pas exister dans ***IFS/Comptabilité location***.;VARCHAR2;15;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;line_no;N° ligne;Ordre de tri des événements généré par le système.;NUMBER;20;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;contact;Relation;Identité ou nom de la personne à contacter pour la demande de service ou le bon de travail. Lors d'une nouvelle saisie, saisissez les informations facultatives.;VARCHAR2;100;FALSE;FALSE;YES;;;;;Pas de source SAP standard identifiée dans les tables disponibles.;Non mappé;;ne pas renseigner
clean_data;jt_task;contact_phone_no;N° tél contact;#N/A;VARCHAR2;200;FALSE;FALSE;YES;;;;;Pas de source SAP standard identifiée dans les tables disponibles.;Non mappé;;ne pas renseigner
clean_data;jt_task;e_mail;!>E-mail;Adresse e-mail de l'utilisateur de l'organisation de support. Elle est automatiquement renseignée lors de la sélection de l'utilisateur.;VARCHAR2;100;FALSE;FALSE;YES;;;;;Pas de source SAP standard identifiée dans les tables disponibles.;Non mappé;;ne pas renseigner
clean_data;jt_task;cust_order_type;Type cde client;Type de commande client qui sera utilisé lors de la création de la commande client. Le type de commande client contrôle le processus de commande client et définit les étapes du processus de commande client qui sont exécutées automatiquement et celles qui sont exécutées manuellement. Les étapes sont définies dans la fenêtre données de base Type commande client. Le type de commande client SEO est utilisé et requis pour le processus de gestion des services.;VARCHAR2;3;FALSE;FALSE;YES;SEO;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;"""SEO"""
clean_data;jt_task;currency_code;Code devise;Le code devise est un code ISO. La liste des valeurs affiche les codes ISO spécifiés dans ***Configuration d'IFS Cloud/Application Base***. Le nom de la devise est aussi affiché.;VARCHAR2;3;FALSE;FALSE;YES;;AFVC;WAERS;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";Devise de l’opération externe si renseignée.;Proposé;Forte;"""EUR"""
clean_data;jt_task;delivery_address;Adresse livraison;Adresse de livraison du client à laquelle les marchandises seront envoyées. L'adresse de livraison par défaut spécifiée dans l'onglet ***Compte-CRM/Adresse*** est ajoutée automatiquement lorsque l'opportunité est créée.;VARCHAR2;50;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;cust_order_no;Numéro cde client;#N/A;VARCHAR2;12;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;authorize_code;Coordinateur;L'ID du coordinateur généralement responsable des dossiers du comité d'examen des produits (CEP).;VARCHAR2;20;FALSE;FALSE;YES;*;AFVC;AFNAM;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";Demandeur/responsable achat, à confirmer.;A valider;Faible;"""*"""
clean_data;jt_task;reference_no;N° référence;Tout numéro de référence est utilisé pour relier des messages d'annonce d'expédition. Par exemple, lorsqu'une commande est divisée en plusieurs messages d'annonce d'expédition.;VARCHAR2;25;FALSE;FALSE;YES;;AFKO/AFVC;AUFNR + VORNR;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";Référence lisible SAP: ordre + numéro opération.;Proposé;Forte;ne pas renseigner
clean_data;jt_task;cust_warr_type;Type de garantie client;#N/A;VARCHAR2;20;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;cust_warranty;Garantie client;#N/A;NUMBER;20;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;obj_cust_warranty;Garantie client obj;#N/A;NUMBER;20;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;sup_warr_type;Type garantie fournisseur;#N/A;VARCHAR2;20;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;sup_warranty;Garantie fourn.;#N/A;NUMBER;20;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;obj_sup_warranty;Garantie fourn obj;#N/A;NUMBER;20;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;contractor_owner;Coordinateur contractant;Identité du coordinateur du contractant auquel l'opération de bon de travail est sous-traitée/attribué.;VARCHAR2;20;FALSE;FALSE;YES;;AFVC;LIFNR;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";Prestataire/fournisseur propriétaire si opération externe.;A valider;Moyenne;ne pas renseigner
clean_data;jt_task;job_id;ID tâche;Un numéro d'identification interne de la tâche de fond. Ce numéro est automatiquement attribué par IFS Cloud.;NUMBER;20;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;maint_team_site;Site équipe maint.;#N/A;VARCHAR2;5;FALSE;FALSE;YES;SJM;AFVC;WERKS;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";Site équipe maintenance, transcodifier WERKS -> site IFS.;Proposé;Moyenne;SJM ou CAST
clean_data;jt_task;team_id;ID équipe;ID de l'équipe. Si une équipe est saisie, les opérations du bon de travail non affectées ayant les exigences de cette équipe s'afficheront dans la page ***Portails techniques/Tâches non affectées***. La saisie d'une valeur dans ce champ est facultative. Utilisez la liste de valeurs pour sélectionner une valeur valide.;VARCHAR2;100;FALSE;FALSE;YES;;CRHD;ARBPL;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";Equipe/poste de travail SAP, transcodifier vers équipe IFS si référentiel existe.;A transcoder;Moyenne;ne pas renseigner
clean_data;jt_task;pre_accounting_id;ID précompta.;#N/A;NUMBER;20;FALSE;FALSE;NO;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;note_id;ID note;#N/A;NUMBER;20;FALSE;FALSE;NO;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;source_ref1;Réf d'origine 1;"Référence à l'origine, en fonction du type de référence de l'origine. Par exemple, le numéro d'ordre de fabrication est affiché si la référence d'origine est de type Commande d'achat.

Remarque : applicable aux ordres de fabrication ouverts, rattachés à l'unité de manutention. Une fois les articles reçus en stock, la référence est effacée.";VARCHAR2;30;FALSE;FALSE;YES;;AFKO;AUFNR;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";Référence source 1: ordre SAP.;Proposé;Forte;ne pas renseigner
